"","National.Provider.Indentification","Plan.Name","Standardized.Add.1","Standardized.City","Standardized.State","Standardized.County.Name","Standardized.ZIP","License.Number","Medicaid.Provider.Identification.No","Provider.Primary.Specialty","Phone.Number"
"27440",8888888888,"Excellus Health Plan, Inc.","601 ELMWOOD AVE","ROCHESTER","NY","Monroe",14642,NA,99999999,"PSYCHIATRY-GENERAL - CLINIC SPECIALTY",7848200
"27441",8888888888,"Excellus Health Plan, Inc./Univera Healthcare","601 ELMWOOD AVE","ROCHESTER","NY","Monroe",14642,NA,99999999,"PSYCHIATRY-GENERAL - CLINIC SPECIALTY",7848200
"27444",8888888888,"Excellus Health Plan, Inc./Univera Healthcare","601 HERTEL AVE","BUFFALO","NY","Erie",14207,NA,2994301,"MH OUTPATIENT (NON-RESIDENTIAL)",9611703
"27446",8888888888,"Excellus Health Plan, Inc./Univera Healthcare","601 RIVERSIDE DR","JOHNSON CITY","NY","Broome",13790,"00301601",99999999,"NON INSTITUTIONAL LTC",7638946
"27448",8888888888,"Excellus Health Plan, Inc.","601 RIVERSIDE DR","JOHNSON CITY","NY","Broome",13790,"00301601",99999999,"NON INSTITUTIONAL LTC",7638946
"27450",8888888888,"Excellus Health Plan, Inc.","601 W WASHINGTON ST","GENEVA","NY","Ontario",14456,NA,2366365,"MH OUTPATIENT (NON-RESIDENTIAL)",7892496
"27452",8888888888,"HealthNow of New York, Inc","6010 E MOLLOY RD","SYRACUSE","NY","Onondaga",13211,"99999999",99999999,"OMH PSYCH CTR/OASAS ASA INPATIENT",4342470
"27453",8888888888,"Excellus Health Plan, Inc./Univera Healthcare","6010 MAIN ST","BUFFALO","NY","Erie",14221,"1421204R",99999999,"HEMODIALYSIS",6314700
"27455",8888888888,"Excellus Health Plan, Inc.","603 RIDGE RD","WEBSTER","NY","Monroe",14580,NA,99999999,"OPTICIAN/CONTACT LENS PRIVILGE",6713300
"27457",8888888888,"Excellus Health Plan, Inc.","609 W WASHINGTON ST","GENEVA","NY","Ontario",14456,NA,2993680,"MH OUTPATIENT (NON-RESIDENTIAL)",7890550
"27459",8888888888,"Excellus Health Plan, Inc.","6096 NYS ROUTE 9N","WESTPORT","NY","Essex",12993,NA,99999999,"MH OUTPATIENT (NON-RESIDENTIAL)",9622077
"27461",8888888888,"MVP Health Plan, Inc.","61 PENNSYLVANIA AVE","BINGHAMTON","NY","Broome",13903,"99999999",0,"DURABLE MEDICAL EQUIPMENT",7738984
"27462",8888888888,"MVP Health Plan, Inc.","61 PENNSYLVANIA AVE","BINGHAMTON","NY","Broome",13903,"99999999",0,"HOSP DME/ORTHOTIC/PROSTH APPLNC VENDOR",7738984
"27463",8888888888,"Excellus Health Plan, Inc.","61 SWAN ST","BATAVIA","NY","Genesee",14020,"01451601",321857,"HOME CARE - HOME HEALTH AIDE",3442894
"27465",8888888888,"Excellus Health Plan, Inc./Univera Healthcare","61 SWAN ST","BATAVIA","NY","Genesee",14020,"01451601",321857,"HOME CARE - HOME HEALTH AIDE",3442894
"27467",8888888888,"Excellus Health Plan, Inc.","612 W WASHINGTON ST","GENEVA","NY","Ontario",14456,NA,2993680,"MH OUTPATIENT (NON-RESIDENTIAL)",7870076
"27469",8888888888,"MVP Health Plan, Inc.","614 S CROUSE AVE","SYRACUSE","NY","Onondaga",13210,"3301323N",0,"INSTITUTIONAL LTC",4744431
"27470",8888888888,"Excellus Health Plan, Inc.","615 CROSS KEYS PARK","FAIRPORT","NY","Monroe",14450,"27017000",99999999,"ENDOCRINOLOGY",4257020
"27472",8888888888,"Excellus Health Plan, Inc.","62 PROSPECT ST","WARSAW","NY","Wyoming",14569,"6027303N",356083,"INSTITUTIONAL LTC",7868151
"27474",8888888888,"Excellus Health Plan, Inc./Univera Healthcare","62 PROSPECT ST","WARSAW","NY","Wyoming",14569,"6027303N",356083,"INSTITUTIONAL LTC",7868151
"27476",8888888888,"Excellus Health Plan, Inc./Univera Healthcare","620 ERIE BLVD W","SYRACUSE","NY","Onondaga",13204,"8044025A",1212142,"PRIVATE PSYCH & ASA INPATIENT",4727363
"27477",8888888888,"Excellus Health Plan, Inc.","620 ERIE BLVD W","SYRACUSE","NY","Onondaga",13204,"8044025A",1212142,"PRIVATE PSYCH & ASA INPATIENT",4727363
"27480",8888888888,"Excellus Health Plan, Inc./Univera Healthcare","621 10TH ST","NIAGARA FALLS","NY","Niagara",14301,"3102307N",356381,"INSTITUTIONAL LTC",2784583
"27482",8888888888,"Excellus Health Plan, Inc./Univera Healthcare","621 10TH ST","NIAGARA FALLS","NY","Niagara",14301,"1401232R",3399144,"HEMODIALYSIS",2784639
"27484",8888888888,"Excellus Health Plan, Inc./Univera Healthcare","621 CHURCH ST","NEWARK","NY","Wayne",14513,"07101017",99999999,"CERTIFIED DRUG & ALCOHOL COUNSELOR",3317400
"27485",8888888888,"Excellus Health Plan, Inc.","621 CHURCH ST","NEWARK","NY","Wayne",14513,"07101017",99999999,"CERTIFIED DRUG & ALCOHOL COUNSELOR",3317400
"27488",8888888888,"Excellus Health Plan, Inc./Univera Healthcare","6224 TRANSIT RD","DEPEW","NY","Erie",14043,NA,99999999,"OPTICIAN/CONTACT LENS PRIVILGE",6835566
"27490",8888888888,"Excellus Health Plan, Inc.","6254 LAWVILLE RD","WOLCOTT","NY","Wayne",14590,"5821A010",99999999,"URINALYSIS",4836411
"27492",8888888888,"Excellus Health Plan, Inc./Univera Healthcare","6301 INDUCON DR E","SANBORN","NY","Niagara",14132,NA,2890077,"GENERAL HOSPITAL (ARTICLE 28)",8311800
"27494",8888888888,"Excellus Health Plan, Inc./Univera Healthcare","6301 INDUCON DR E","SANBORN","NY","Niagara",14132,NA,2890077,"COMPREHENSIVE SPECIALTY CLINIC SERVICES",8311800
"27496",8888888888,"Excellus Health Plan, Inc./Univera Healthcare","6331 INDUCON DR E","SANBORN","NY","Niagara",14132,NA,2890077,"GENERAL HOSPITAL (ARTICLE 28)",8311800
"27498",8888888888,"Excellus Health Plan, Inc./Univera Healthcare","6331 INDUCON DR E","SANBORN","NY","Niagara",14132,NA,2890077,"COMPREHENSIVE SPECIALTY CLINIC SERVICES",8311800
"27500",8888888888,"Excellus Health Plan, Inc.","635 JAMES ST","SYRACUSE","NY","Onondaga",13203,NA,1649605,"HCBS COMMUNITY PSYCHIATRIC SUPPORTS AND TREATMENT",6712964
"27502",8888888888,"Excellus Health Plan, Inc./Univera Healthcare","6350 TRANSIT RD","DEPEW","NY","Erie",14043,NA,99999999,"DURABLE MEDICAL EQUIPMENT",6854870
"27503",8888888888,"Excellus Health Plan, Inc.","6350 TRANSIT RD","DEPEW","NY","Erie",14043,NA,99999999,"DURABLE MEDICAL EQUIPMENT",6854870
"27506",8888888888,"Excellus Health Plan, Inc./Univera Healthcare","6363 MAIN ST","BUFFALO","NY","Erie",14221,NA,99999999,"COMPREHENSIVE SPECIALTY CLINIC SERVICES",6355276
"27507",8888888888,"Excellus Health Plan, Inc.","6363 MAIN ST","BUFFALO","NY","Erie",14221,NA,99999999,"COMPREHENSIVE SPECIALTY CLINIC SERVICES",6355276
"27510",8888888888,"Excellus Health Plan, Inc./Univera Healthcare","64 HAGER ST","BUFFALO","NY","Erie",14208,"1401340N",475338,"INSTITUTIONAL LTC",8864377
"27512",8888888888,"Excellus Health Plan, Inc.","64 POMEROY ST","CORTLAND","NY","Cortland",13045,"1101202R",99999999,"HOSP-BASED/FREESTANDING AMBULAT SURGERY",6624521
"27514",8888888888,"Excellus Health Plan, Inc./Univera Healthcare","64 POMEROY ST","CORTLAND","NY","Cortland",13045,"1101202R",99999999,"HOSP-BASED/FREESTANDING AMBULAT SURGERY",6624521
"27516",8888888888,"Excellus Health Plan, Inc.","640 ELLICOTT ST","BUFFALO","NY","Erie",14203,NA,99999999,"DURABLE MEDICAL EQUIPMENT",6626633
"27517",8888888888,"Excellus Health Plan, Inc.","640 ELLICOTT ST","BUFFALO","NY","Erie",14203,NA,99999999,"DURABLE MEDICAL EQUIPMENT",8498766
"27518",8888888888,"Excellus Health Plan, Inc./Univera Healthcare","640 ELLICOTT ST","BUFFALO","NY","Erie",14203,NA,99999999,"DURABLE MEDICAL EQUIPMENT",8498766
"27521",8888888888,"Excellus Health Plan, Inc./Univera Healthcare","640 ELLICOTT ST","BUFFALO","NY","Erie",14203,NA,99999999,"DURABLE MEDICAL EQUIPMENT",6626633
"27524",8888888888,"Excellus Health Plan, Inc./Univera Healthcare","6421 W QUAKER ST","ORCHARD PARK","NY","Erie",14127,NA,99999999,"EYE/VISION CENTER",6624525
"27526",8888888888,"Excellus Health Plan, Inc.","649 JEFFERSON AVE","ROCHESTER","NY","Monroe",14611,"NYP00664",99999999,"MH OUTPATIENT (NON-RESIDENTIAL)",4789056
"27528",8888888888,"Excellus Health Plan, Inc.","65 BEEKMAN ST","PLATTSBURGH","NY","Clinton",12901,NA,99999999,"PRIVATE PSYCH & ASA INPATIENT",5612000
"27529",8888888888,"Excellus Health Plan, Inc./Univera Healthcare","65 BEEKMAN ST","PLATTSBURGH","NY","Clinton",12901,NA,99999999,"PRIVATE PSYCH & ASA INPATIENT",5612000
"27532",8888888888,"Excellus Health Plan, Inc.","650 MADISON ST","SYRACUSE","NY","Onondaga",13210,NA,769466,"MH OUTPATIENT (NON-RESIDENTIAL)",4267680
"27533",8888888888,"Excellus Health Plan, Inc.","650 MADISON ST","SYRACUSE","NY","Onondaga",13210,NA,769466,"MH OUTPATIENT (NON-RESIDENTIAL)",4267741
"27536",8888888888,"Excellus Health Plan, Inc.","650 MILE CROSSING BLVD","ROCHESTER","NY","Monroe",14624,NA,99999999,"DURABLE MEDICAL EQUIPMENT",7715449
"27537",8888888888,"Excellus Health Plan, Inc./Univera Healthcare","650 MILE CROSSING BLVD","ROCHESTER","NY","Monroe",14624,NA,99999999,"DURABLE MEDICAL EQUIPMENT",7715449
"27540",8888888888,"Excellus Health Plan, Inc./Univera Healthcare","6508A BASILE ROWE","EAST SYRACUSE","NY","Onondaga",13057,"9296L004",99999999,"HOME CARE - HOME HEALTH AIDE",4332300
"27542",8888888888,"Excellus Health Plan, Inc.","6508A BASILE ROWE","EAST SYRACUSE","NY","Onondaga",13057,"9296L004",99999999,"HOME CARE - HOME HEALTH AIDE",4332300
"27544",8888888888,"Excellus Health Plan, Inc.","6534 ANTHONY DR","VICTOR","NY","Ontario",14564,NA,99999999,"EYE/VISION CENTER",9447201
"27546",8888888888,"Excellus Health Plan, Inc./Univera Healthcare","66 ENGLEWOOD AVE","BUFFALO","NY","Erie",14214,NA,99999999,"MH OUTPATIENT (NON-RESIDENTIAL)",8322141
"27548",8888888888,"Excellus Health Plan, Inc.","6600 MIDDLE RD","SODUS","NY","Wayne",14551,"27017000",99999999,"ENDOCRINOLOGY",4833286
"27550",8888888888,"Excellus Health Plan, Inc./Univera Healthcare","6620 FLY RD","EAST SYRACUSE","NY","Onondaga",13057,"3321200R",99999999,"AMBULANCE",4325960
"27552",8888888888,"Excellus Health Plan, Inc.","6620 FLY RD","EAST SYRACUSE","NY","Onondaga",13057,"3321200R",99999999,"AMBULANCE",4325960
"27554",8888888888,"Excellus Health Plan, Inc.","6687 PITTSFORD PALMYRA RD","FAIRPORT","NY","Monroe",14450,NA,99999999,"DURABLE MEDICAL EQUIPMENT",4250253
"27555",8888888888,"Excellus Health Plan, Inc./Univera Healthcare","6687 PITTSFORD PALMYRA RD","FAIRPORT","NY","Monroe",14450,NA,99999999,"DURABLE MEDICAL EQUIPMENT",4250253
"27558",8888888888,"Excellus Health Plan, Inc.","68 SCHOOL DR","CENTRAL SQUARE","NY","Oswego",13036,NA,1649605,"HCBS COMMUNITY PSYCHIATRIC SUPPORTS AND TREATMENT",6684229
"27560",8888888888,"Excellus Health Plan, Inc./Univera Healthcare","680 RIDGE RD","WEBSTER","NY","Monroe",14580,NA,99999999,"AUDIOLOGIST",7870660
"27562",8888888888,"Excellus Health Plan, Inc.","680 RIDGE RD","WEBSTER","NY","Monroe",14580,NA,99999999,"AUDIOLOGIST",7870660
"27564",8888888888,"Excellus Health Plan, Inc.","687 LEE RD","ROCHESTER","NY","Monroe",14606,"2754001H",99999999,"PHYSICAL THERAPY",4588520
"27566",8888888888,"Excellus Health Plan, Inc./Univera Healthcare","687 LEE RD","ROCHESTER","NY","Monroe",14606,"2754001H",99999999,"PHYSICAL THERAPY",4588520
"27568",8888888888,"Excellus Health Plan, Inc./Univera Healthcare","6870 E GENESEE ST","FAYETTEVILLE","NY","Onondaga",13066,NA,99999999,"URGENT CARE",6794367
"27569",8888888888,"Excellus Health Plan, Inc.","6870 E GENESEE ST","FAYETTEVILLE","NY","Onondaga",13066,NA,99999999,"URGENT CARE",6794367
"27572",8888888888,"Excellus Health Plan, Inc.","6884 MAPLE AVE","SODUS","NY","Wayne",14551,"5828302N",997604,"PHYSICAL THERAPY",4839118
"27574",8888888888,"Excellus Health Plan, Inc./Univera Healthcare","69 DELAWARE AVE","BUFFALO","NY","Erie",14202,"1060L002",3157426,"HOME CARE - HOME HEALTH AIDE",8525900
"27576",8888888888,"Excellus Health Plan, Inc.","690 W GERMAN ST","HERKIMER","NY","Herkimer",13350,"2124301N",823643,"PHYSICAL THERAPY",8663330
"27577",8888888888,"Excellus Health Plan, Inc./Univera Healthcare","690 W GERMAN ST","HERKIMER","NY","Herkimer",13350,"2124301N",823643,"PHYSICAL THERAPY",8663330
"27580",8888888888,"Excellus Health Plan, Inc.","690 W GERMAN ST","HERKIMER","NY","Herkimer",13350,NA,99999999,"ADULT DAY HEALTH CARE",8663330
"27582",8888888888,"Excellus Health Plan, Inc./Univera Healthcare","691 SAINT PAUL ST","ROCHESTER","NY","Monroe",14605,"2701215R",99999999,"COMPREHENSIVE SPECIALTY CLINIC SERVICES",5305437
"27583",8888888888,"Excellus Health Plan, Inc.","691 SAINT PAUL ST","ROCHESTER","NY","Monroe",14605,"2701215R",99999999,"COMPREHENSIVE SPECIALTY CLINIC SERVICES",5305437
"27586",8888888888,"Excellus Health Plan, Inc./Univera Healthcare","6930 WILLIAMS RD","NIAGARA FALLS","NY","Niagara",14304,"3102207R",99999999,"HOSP-BASED/FREESTANDING AMBULAT SURGERY",2843264
"27588",8888888888,"Excellus Health Plan, Inc.","69D MONROE AVE","PITTSFORD","NY","Monroe",14534,"27017000",99999999,"ENDOCRINOLOGY",3838276
"27590",8888888888,"Excellus Health Plan, Inc./Univera Healthcare","6A FULLER ST","ALEXANDRIA BAY","NY","Jefferson",13607,NA,99999999,"EYE/VISION CENTER",7880022
"27592",8888888888,"Excellus Health Plan, Inc.","6A FULLER ST","ALEXANDRIA BAY","NY","Jefferson",13607,NA,99999999,"EYE/VISION CENTER",7880022
"27594",8888888888,"Excellus Health Plan, Inc./Univera Healthcare","7 COURT ST","BELMONT","NY","Allegany",14813,"0221201R",356143,"COMPREHENSIVE SPECIALTY CLINIC SERVICES",2689250
"27596",8888888888,"Excellus Health Plan, Inc./Univera Healthcare","7 LIMESTONE DR","BUFFALO","NY","Erie",14221,NA,99999999,"DURABLE MEDICAL EQUIPMENT",6313382
"27598",8888888888,"Excellus Health Plan, Inc.","7 PEARL ST","MALONE","NY","Franklin",12953,NA,99999999,"HCBS PEER SUPPORT",5213507
"27600",8888888888,"HealthNow of New York, Inc","7 TIMMERMAN AVE","SAINT JOHNSVILL","NY","Montgomery",13452,"2801001H",351639,"LABORATORY",5687145
"27601",8888888888,"Excellus Health Plan, Inc.","70 BUNNER ST","OSWEGO","NY","Oswego",13126,NA,99999999,"EARLY INTERVENTION",3493554
"27602",8888888888,"Excellus Health Plan, Inc./Univera Healthcare","70 BUNNER ST","OSWEGO","NY","Oswego",13126,NA,99999999,"EARLY INTERVENTION",3493554
"27605",8888888888,"HealthNow of New York, Inc","70 BUNNER ST","OSWEGO","NY","Oswego",13126,"3702500F",1148750,"HOSPICE CARE",3498259
"27607",8888888888,"Excellus Health Plan, Inc./Univera Healthcare","70 CARLSON RD","ROCHESTER","NY","Monroe",14610,"1517L002",99999999,"PARALEVEL1 PARAPROFESSIONAL SERVICES: LEVEL 1 HMMAKER/HOUSKP",5461600
"27608",8888888888,"Excellus Health Plan, Inc.","70 CARLSON RD","ROCHESTER","NY","Monroe",14610,"1517L002",99999999,"PARALEVEL1 PARAPROFESSIONAL SERVICES: LEVEL 1 HMMAKER/HOUSKP",5461600
"27611",8888888888,"Excellus Health Plan, Inc.","700 E BRIGHTON AVE","SYRACUSE","NY","Onondaga",13205,NA,99999999,"ADULT DAY HEALTH CARE",4695561
"27613",8888888888,"Excellus Health Plan, Inc./Univera Healthcare","700 MICHIGAN AVE","BUFFALO","NY","Erie",14203,"1401236R",99999999,"HOSP-BASED/FREESTANDING AMBULAT SURGERY",9314963
"27615",8888888888,"HealthNow of New York, Inc","700 S PERRY ST","JOHNSTOWN","NY","Fulton",12095,"2801001H",351639,"LABORATORY",7623161
"27616",8888888888,"Excellus Health Plan, Inc.","7009 RUMSEY STREET EXT","BATH","NY","Steuben",14810,"5022302N",355679,"PHYSICAL THERAPY",7767651
"27618",8888888888,"Excellus Health Plan, Inc./Univera Healthcare","7020 ERIE RD","DERBY","NY","Erie",14047,NA,99999999,"COMPREHENSIVE SPECIALTY CLINIC SERVICES",2502000
"27620",8888888888,"Excellus Health Plan, Inc.","703 MIDDLEVILLE RD","HERKIMER","NY","Herkimer",13350,"0316L001",1223385,"HOME CARE - HOME HEALTH AIDE",8667932
"27622",8888888888,"Excellus Health Plan, Inc.","704 W BUFFALO ST","ITHACA","NY","Tompkins",14850,NA,99999999,"AUDIOLOGIST",2731235
"27624",8888888888,"Excellus Health Plan, Inc./Univera Healthcare","709 W 3RD ST","JAMESTOWN","NY","Chautauqua",14701,NA,99999999,"DURABLE MEDICAL EQUIPMENT",4848125
"27626",8888888888,"Excellus Health Plan, Inc.","710 HAWLEY AVE","SYRACUSE","NY","Onondaga",13203,NA,1649605,"HCBS COMMUNITY PSYCHIATRIC SUPPORTS AND TREATMENT",4354097
"27628",8888888888,"Excellus Health Plan, Inc.","7246 JANUS PARK DR","LIVERPOOL","NY","Onondaga",13088,"9301L001",1980510,"HOME CARE - HOME HEALTH AIDE",4583600
"27629",8888888888,"Excellus Health Plan, Inc./Univera Healthcare","7246 JANUS PARK DR","LIVERPOOL","NY","Onondaga",13088,"9301L001",1980510,"HOME CARE - HOME HEALTH AIDE",4583600
"27632",8888888888,"Excellus Health Plan, Inc./Univera Healthcare","725 IRVING AVE","SYRACUSE","NY","Onondaga",13210,"D0654590",99999999,"LABORATORY",4641637
"27633",8888888888,"Excellus Health Plan, Inc.","725 IRVING AVE","SYRACUSE","NY","Onondaga",13210,"D0654590",99999999,"LABORATORY",4641637
"27636",8888888888,"Excellus Health Plan, Inc./Univera Healthcare","725 RENAISSANCE DR","BUFFALO","NY","Erie",14221,"1421305N",2008395,"HOSPICE CARE",9295800
"27638",8888888888,"Excellus Health Plan, Inc./Univera Healthcare","726 WASHINGTON ST","UTICA","NY","Oneida",13502,NA,99999999,"DURABLE MEDICAL EQUIPMENT",5072679
"27639",8888888888,"Excellus Health Plan, Inc.","726 WASHINGTON ST","UTICA","NY","Oneida",13502,NA,99999999,"DURABLE MEDICAL EQUIPMENT",5072679
"27642",8888888888,"Excellus Health Plan, Inc.","7300 PITTSFORD PALMYRA RD","FAIRPORT","NY","Monroe",14450,NA,99999999,"DURABLE MEDICAL EQUIPMENT",6725105
"27643",8888888888,"Excellus Health Plan, Inc./Univera Healthcare","7300 PITTSFORD PALMYRA RD","FAIRPORT","NY","Monroe",14450,NA,99999999,"DURABLE MEDICAL EQUIPMENT",6725105
"27646",8888888888,"HealthNow of New York, Inc","736 IRVING AVE","SYRACUSE","NY","Onondaga",13210,"99999999",99999999,"OMH PSYCH CTR/OASAS ASA INPATIENT",4707314
"27647",8888888888,"Excellus Health Plan, Inc./Univera Healthcare","737 DELAWARE AVE","BUFFALO","NY","Erie",14209,NA,2950883,"MH OUTPATIENT (NON-RESIDENTIAL)",5334065
"27649",8888888888,"Excellus Health Plan, Inc.","739 IRVING AVE","SYRACUSE","NY","Onondaga",13210,"33DO1664",1153415,"LABORATORY",7012535
"27651",8888888888,"Excellus Health Plan, Inc./Univera Healthcare","739 IRVING AVE","SYRACUSE","NY","Onondaga",13210,"33DO1664",1153415,"LABORATORY",7012535
"27653",8888888888,"Excellus Health Plan, Inc.","740 S MEADOW ST","ITHACA","NY","Tompkins",14850,NA,99999999,"URGENT CARE",3194563
"27655",8888888888,"Excellus Health Plan, Inc./Univera Healthcare","740 S MEADOW ST","ITHACA","NY","Tompkins",14850,NA,99999999,"URGENT CARE",3194563
"27657",8888888888,"Excellus Health Plan, Inc.","741 PARK AVE","SYRACUSE","NY","Onondaga",13204,NA,1649605,"HCBS COMMUNITY PSYCHIATRIC SUPPORTS AND TREATMENT",3831561
"27659",8888888888,"Excellus Health Plan, Inc./Univera Healthcare","742 TONAWANDA ST","BUFFALO","NY","Erie",14207,NA,99999999,"OPTICIAN/CONTACT LENS PRIVILGE",3620800
"27661",8888888888,"Excellus Health Plan, Inc.","746 PORTAGE RD","NIAGARA FALLS","NY","Niagara",14301,NA,2407789,"HOME CARE - HOME HEALTH AIDE",2844131
"27663",8888888888,"Excellus Health Plan, Inc.","749 W GENESEE ST","SYRACUSE","NY","Onondaga",13204,NA,99999999,"DURABLE MEDICAL EQUIPMENT",4289945
"27664",8888888888,"Excellus Health Plan, Inc./Univera Healthcare","749 W GENESEE ST","SYRACUSE","NY","Onondaga",13204,NA,99999999,"DURABLE MEDICAL EQUIPMENT",4289945
"27667",8888888888,"Excellus Health Plan, Inc./Univera Healthcare","75 BEEKMAN ST","PLATTSBURGH","NY","Clinton",12901,"0901001H",1302689,"LABORATORY",5612000
"27669",8888888888,"Excellus Health Plan, Inc.","75 BEEKMAN ST","PLATTSBURGH","NY","Clinton",12901,"0901001H",1302689,"LABORATORY",5612000
"27670",8888888888,"HealthNow of New York, Inc","75 BEEKMAN ST","PLATTSBURGH","NY","Clinton",12901,"D0654503",318814,"LABORATORY",5612000
"27672",8888888888,"Excellus Health Plan, Inc./Univera Healthcare","75 JONES AND GIFFORD AVE","JAMESTOWN","NY","Chautauqua",14701,NA,3004955,"MH OUTPATIENT (NON-RESIDENTIAL)",6611001
"27674",8888888888,"Excellus Health Plan, Inc./Univera Healthcare","75 N MAIN ST","WARSAW","NY","Wyoming",14569,NA,99999999,"DURABLE MEDICAL EQUIPMENT",7862330
"27676",8888888888,"Excellus Health Plan, Inc./Univera Healthcare","750 E ADAMS ST","SYRACUSE","NY","Onondaga",13210,"D0654590",99999999,"LABORATORY",4644460
"27677",8888888888,"Excellus Health Plan, Inc.","750 E ADAMS ST","SYRACUSE","NY","Onondaga",13210,"D0654590",99999999,"LABORATORY",4644460
"27680",8888888888,"Excellus Health Plan, Inc./Univera Healthcare","7513 COURT ST","ELIZABETHTOWN","NY","Essex",12932,"6865100B",2996789,"OMH PSYCH CTR/OASAS ASA INPATIENT",8733670
"27681",8888888888,"Excellus Health Plan, Inc.","7513 COURT ST","ELIZABETHTOWN","NY","Essex",12932,"6865100B",2996789,"OMH PSYCH CTR/OASAS ASA INPATIENT",8733670
"27684",8888888888,"Excellus Health Plan, Inc.","7550 S STATE ST","LOWVILLE","NY","Lewis",13367,NA,2996087,"MH OUTPATIENT (NON-RESIDENTIAL)",3765450
"27686",8888888888,"Excellus Health Plan, Inc./Univera Healthcare","7550 S STATE ST","LOWVILLE","NY","Lewis",13367,NA,2996087,"MH OUTPATIENT (NON-RESIDENTIAL)",3765450
"27688",8888888888,"Excellus Health Plan, Inc./Univera Healthcare","7571 STATE ROUTE 54","BATH","NY","Steuben",14810,"D0174218",332816,"LABORATORY",7762141
"27689",8888888888,"Excellus Health Plan, Inc.","7571 STATE ROUTE 54","BATH","NY","Steuben",14810,"D0174218",332816,"LABORATORY",7762141
"27692",8888888888,"Excellus Health Plan, Inc./Univera Healthcare","7616 TRANSIT RD","BUFFALO","NY","Erie",14221,NA,99999999,"URGENT CARE",2042273
"27694",8888888888,"Excellus Health Plan, Inc.","7632 N STATE ST","LOWVILLE","NY","Lewis",13367,NA,99999999,"MH OUTPATIENT (NON-RESIDENTIAL)",8363735
"27696",8888888888,"Excellus Health Plan, Inc./Univera Healthcare","765 ELMGROVE RD","ROCHESTER","NY","Monroe",14624,NA,99999999,"DURABLE MEDICAL EQUIPMENT",2278750
"27698",8888888888,"Excellus Health Plan, Inc.","765 ELMGROVE RD","ROCHESTER","NY","Monroe",14624,NA,99999999,"DURABLE MEDICAL EQUIPMENT",2278750
"27700",8888888888,"Excellus Health Plan, Inc./Univera Healthcare","766 FOOTE AVE","JAMESTOWN","NY","Chautauqua",14701,NA,99999999,"DURABLE MEDICAL EQUIPMENT",4870133
"27702",8888888888,"Excellus Health Plan, Inc./Univera Healthcare","77 W BARNEY ST","GOUVERNEUR","NY","St. Lawrence",13642,"4423701C",354256,"GENERAL HOSPITAL (ARTICLE 28)",2871000
"27703",8888888888,"Excellus Health Plan, Inc.","77 W BARNEY ST","GOUVERNEUR","NY","St. Lawrence",13642,"4423701C",354256,"GENERAL HOSPITAL (ARTICLE 28)",2871000
"27706",8888888888,"Excellus Health Plan, Inc.","7785 N STATE ST","LOWVILLE","NY","Lewis",13367,"2424700C",354370,"GENERAL HOSPITAL (ARTICLE 28)",3765200
"27708",8888888888,"Excellus Health Plan, Inc.","7785 N STATE ST","LOWVILLE","NY","Lewis",13367,NA,99999999,"ADULT DAY HEALTH CARE",3765496
"27710",8888888888,"Excellus Health Plan, Inc.","7785 N STATE ST","LOWVILLE","NY","Lewis",13367,"2025L001",3004515,"HOME CARE - HOME HEALTH AIDE",3765453
"27712",8888888888,"Excellus Health Plan, Inc./Univera Healthcare","78-80 NORTHLAND AVE","BUFFALO","NY","Erie",14208,NA,2994301,"MH OUTPATIENT (NON-RESIDENTIAL)",8811252
"27714",8888888888,"Excellus Health Plan, Inc./Univera Healthcare","7900 BUFFALO AVE","NIAGARA FALLS","NY","Niagara",14304,NA,99999999,"OPTICIAN/CONTACT LENS PRIVILGE",2838746
"27716",8888888888,"HealthNow of New York, Inc","792 CALKINS RD","ROCHESTER","NY","Monroe",14623,"12000084",88888888,"PERSONAL EMERGENCY RESPONSE SYSTEM",2443400
"27717",8888888888,"Excellus Health Plan, Inc./Univera Healthcare","7964 TRANSIT RD","BUFFALO","NY","Erie",14221,"1421203R",3454588,"HEMODIALYSIS",6341841
"27719",8888888888,"Excellus Health Plan, Inc./Univera Healthcare","797 W GENESEE STREET RD","SKANEATELES","NY","Onondaga",13152,NA,99999999,"URGENT CARE",6859355
"27720",8888888888,"Excellus Health Plan, Inc.","797 W GENESEE STREET RD","SKANEATELES","NY","Onondaga",13152,NA,99999999,"URGENT CARE",6859355
"27723",8888888888,"Excellus Health Plan, Inc.","8 BUSHEY BLVD","PLATTSBURGH","NY","Clinton",12901,"0901304N",308801,"INSTITUTIONAL LTC",5633261
"27724",8888888888,"Excellus Health Plan, Inc./Univera Healthcare","8 BUSHEY BLVD","PLATTSBURGH","NY","Clinton",12901,"0901304N",308801,"INSTITUTIONAL LTC",5633261
"27727",8888888888,"Excellus Health Plan, Inc.","8 BUSHEY BLVD","PLATTSBURGH","NY","Clinton",12901,NA,99999999,"ADULT DAY HEALTH CARE",5633261
"27729",8888888888,"HealthNow of New York, Inc","8 NORTHAMPTON RD","AMSTERDAM","NY","Montgomery",12010,"2801001H",351639,"PRIVATE PSYCH & ASA INPATIENT",8421900
"27730",8888888888,"Excellus Health Plan, Inc.","8 NORTON ST","HONEOYE FALLS","NY","Monroe",14472,"27017000",99999999,"ENDOCRINOLOGY",6244041
